,Loyalty Number,Country,Province,City,Postal Code,Gender,Education,Salary,Marital Status,Loyalty Card,CLV,Enrollment Type,Enrollment Year,Enrollment Month,Cancellation Year,Cancellation Month
3168,992488,Canada,Alberta,Peace River,T9O 2W2,Female,Bachelor,54637,Married,Aurora,10808.07,Standard,2015,12,2016,6
3169,616746,Canada,Ontario,Trenton,K8V 4B2,Female,Bachelor,59298,Married,Aurora,10820.0,Standard,2017,12,2016,6
3170,714379,Canada,British Columbia,Vancouver,V6E 3Z3,Female,Bachelor,59298,Married,Aurora,10820.0,Standard,2017,10,2016,6
3171,242917,Canada,Quebec,Montreal,H2T 2J6,Female,Bachelor,77314,Married,Aurora,10827.87,Standard,2014,8,2016,6
3172,986055,Canada,Saskatchewan,Regina,S6J 3G0,Female,High School or Below,41120,Married,Aurora,10828.37,Standard,2013,12,2016,6
3173,601940,Canada,Ontario,Trenton,K8V 4B2,Male,Bachelor,57234,Married,Aurora,10834.87,Standard,2015,7,2016,6
3174,740754,Canada,British Columbia,Vancouver,V6E 3Z3,Male,Bachelor,57234,Married,Aurora,10834.87,Standard,2017,8,2016,6
3175,690191,Canada,British Columbia,Vancouver,V6E 3Z3,Male,Bachelor,47322,Married,Nova,10594.13,2018 Promotion,2018,4,2016,6
3176,882466,Canada,Saskatchewan,Regina,S1J 3C5,Male,Bachelor,84048,Single,Aurora,10876.48,Standard,2016,3,2016,6
3177,233831,Canada,Ontario,Ottawa,K1F 2R2,Male,Bachelor,85521,Married,Aurora,10881.77,Standard,2016,1,2016,10
3178,216139,Canada,Manitoba,Winnipeg,R2C 0M5,Male,Bachelor,98586,Divorced,Aurora,10883.79,Standard,2014,3,2016,6
3179,286614,Canada,British Columbia,Vancouver,V5R 1W3,Female,Bachelor,53394,Married,Aurora,10896.05,Standard,2018,12,2016,6
3180,759899,Canada,Ontario,Toronto,P1J 8T7,Female,Bachelor,53394,Married,Aurora,10896.05,Standard,2015,6,2016,6
3181,122283,Canada,Ontario,Toronto,M8Y 4K8,Male,Bachelor,74727,Married,Aurora,10899.3,Standard,2015,5,2016,6
3182,227293,Canada,British Columbia,Vancouver,V1E 4R6,Female,Bachelor,74727,Married,Aurora,10899.3,Standard,2013,1,2016,6
3183,669368,Canada,British Columbia,Whistler,V6T 1Y8,Female,Bachelor,84781,Divorced,Aurora,10901.23,Standard,2014,3,2016,6
3184,696199,Canada,Quebec,Quebec City,G1B 3L5,Female,Bachelor,84341,Married,Aurora,10914.2,Standard,2017,2,2016,6
3185,904920,Canada,British Columbia,Vancouver,V5R 1W3,Female,College,79245,Single,Aurora,10915.36,Standard,2015,10,2016,6
3186,781777,Canada,Quebec,Quebec City,G1B 3L5,Female,Bachelor,104015,Single,Aurora,10925.82,Standard,2014,5,2016,6
3187,344671,Canada,Ontario,London,M5B 3E4,Male,Bachelor,84931,Married,Aurora,10932.21,Standard,2017,11,2016,6
3188,274204,Canada,Ontario,Toronto,M2M 7K8,Female,High School or Below,68178,Married,Aurora,10952.13,Standard,2015,6,2016,6
3189,312933,Canada,Alberta,Peace River,T9O 2W2,Male,High School or Below,68178,Married,Aurora,10952.13,Standard,2016,7,2016,6
3190,576184,Canada,British Columbia,Victoria,V10 6T5,Male,Bachelor,97685,Single,Aurora,10954.38,Standard,2017,6,2016,6
3191,682356,Canada,Ontario,Toronto,P1J 8T7,Male,Bachelor,72656,Divorced,Aurora,10963.96,Standard,2014,5,2016,6
3192,861470,Canada,New Brunswick,Moncton,E1A 2A7,Male,Bachelor,72656,Divorced,Aurora,10963.96,Standard,2016,9,2016,6
3193,904736,Canada,Alberta,Edmonton,T3G 6Y6,Female,Bachelor,72656,Divorced,Aurora,10963.96,Standard,2016,9,2016,6
3194,262770,Canada,British Columbia,West Vancouver,V6V 8Z3,Female,College,79245,Married,Nova,10623.41,2018 Promotion,2018,4,2016,6
3195,213934,Canada,British Columbia,Vancouver,V5R 1W3,Male,Bachelor,49588,Divorced,Aurora,10972.07,Standard,2015,1,2016,6
3196,461199,Canada,Quebec,Quebec City,G1B 3L5,Male,Bachelor,49588,Divorced,Aurora,10972.07,Standard,2015,3,2016,6
3197,719162,Canada,Ontario,Toronto,P1J 8T7,Female,Bachelor,49588,Divorced,Aurora,10972.07,Standard,2016,9,2017,5
3198,818940,Canada,British Columbia,Vancouver,V1E 4R6,Female,Bachelor,49588,Divorced,Aurora,10972.07,Standard,2017,6,2016,6
3199,563217,Canada,Ontario,Toronto,M2M 7K8,Male,Bachelor,81781,Married,Aurora,10978.78,Standard,2015,6,2016,6
3200,679155,Canada,Alberta,Edmonton,T9G 1W3,Female,Bachelor,81781,Married,Aurora,10978.78,Standard,2012,6,2016,6
3201,362293,Canada,Ontario,Toronto,M8Y 4K8,Female,Bachelor,48683,Married,Aurora,11003.02,Standard,2015,4,2016,6
3202,172971,Canada,British Columbia,Victoria,V10 6T5,Male,Bachelor,98404,Married,Nova,10628.06,2018 Promotion,2018,3,2016,6
3203,659205,Canada,Saskatchewan,Regina,S1J 3C5,Male,College,79245,Single,Aurora,11005.02,Standard,2012,10,2016,6
3204,329302,Canada,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,69696,Single,Aurora,11009.13,Standard,2015,5,2016,6
3205,280588,Canada,British Columbia,Vancouver,V6E 3D9,Male,College,79245,Single,Aurora,11042.29,Standard,2013,8,2016,6
3206,470739,Canada,British Columbia,West Vancouver,V6V 8Z3,Female,Bachelor,53637,Single,Aurora,11044.43,Standard,2016,7,2016,11
3207,694512,Canada,Nova Scotia,Halifax,B3J 9S2,Female,Bachelor,53481,Married,Aurora,11064.29,Standard,2013,5,2016,6
3208,680485,Canada,British Columbia,Vancouver,V1E 4R6,Male,Bachelor,88991,Married,Aurora,11077.69,Standard,2014,4,2017,1
3209,744612,Canada,Quebec,Montreal,H2T 2J6,Female,Bachelor,82463,Married,Aurora,11085.88,Standard,2015,9,2016,6
3210,444154,Canada,British Columbia,West Vancouver,V6V 8Z3,Female,Bachelor,63076,Single,Aurora,11124.21,Standard,2012,10,2016,6
3211,828040,Canada,Ontario,Ottawa,K1G 4Z0,Male,College,79245,Single,Aurora,11124.6,Standard,2018,1,2016,6
3212,127279,Canada,Quebec,Hull,J8Y 3Z5,Female,College,79245,Married,Aurora,11131.57,Standard,2013,12,2016,6
3213,584564,Canada,British Columbia,Vancouver,V6E 3Z3,Female,College,79245,Married,Aurora,11131.57,Standard,2016,12,2016,6
3214,460943,Canada,Alberta,Calgary,T3E 2V9,Male,Doctor,270797,Single,Aurora,11140.3,Standard,2016,10,2017,6
3215,296141,Canada,Quebec,Quebec City,G1B 3L5,Male,Doctor,104294,Single,Aurora,11172.5,Standard,2018,11,2016,6
3216,171192,Canada,British Columbia,Victoria,V10 6T5,Male,Bachelor,70277,Single,Nova,11960.48,2018 Promotion,2018,4,2016,6
3217,314317,Canada,Nova Scotia,Halifax,B3C 2M8,Male,Bachelor,87122,Married,Aurora,11196.02,Standard,2012,6,2016,6
3218,357567,Canada,Saskatchewan,Regina,S6J 3G0,Male,College,79245,Married,Aurora,11196.46,Standard,2013,4,2018,5
3219,827790,Canada,British Columbia,Whistler,V6T 1Y8,Female,Bachelor,56307,Divorced,Nova,12105.29,2018 Promotion,2018,2,2016,6
3220,977274,Canada,British Columbia,Dawson Creek,U5I 4F1,Male,Bachelor,61997,Divorced,Aurora,11211.59,Standard,2017,5,2016,6
3221,202182,Canada,Quebec,Montreal,H2Y 2W2,Male,College,79245,Single,Aurora,11228.29,Standard,2013,3,2016,6
3222,522758,Canada,Manitoba,Winnipeg,R2C 0M5,Female,College,79245,Single,Aurora,11228.29,Standard,2014,12,2016,6
3223,389488,Canada,Yukon,Whitehorse,Y2K 6R0,Female,Bachelor,47739,Married,Aurora,11236.31,Standard,2017,8,2016,6
3224,700958,Canada,Newfoundland,St. John's,A1C 6H9,Female,Bachelor,80309,Single,Aurora,11243.9,Standard,2013,11,2014,7
3225,139356,Canada,Quebec,Montreal,H2Y 4R4,Male,Bachelor,53497,Married,Aurora,11250.1,Standard,2016,4,2016,12
3226,355515,Canada,Manitoba,Winnipeg,R2C 0M5,Female,Bachelor,53497,Married,Aurora,11250.1,Standard,2013,3,2016,6
3227,979983,Canada,British Columbia,Vancouver,V6E 3D9,Male,Bachelor,79798,Married,Aurora,11269.23,Standard,2017,11,2016,6
3228,974606,Canada,British Columbia,Whistler,V6T 1Y8,Male,Bachelor,103719,Married,Aurora,11277.72,Standard,2015,8,2016,6
3229,360730,Canada,Nova Scotia,Halifax,B3J 9S2,Female,Bachelor,65379,Married,Aurora,11280.73,Standard,2016,11,2016,6
3230,221775,Canada,Ontario,Toronto,P5S 6R4,Male,College,79245,Married,Aurora,11293.98,Standard,2014,8,2016,6
3231,116045,Canada,Quebec,Quebec City,G1B 3L5,Female,College,79245,Single,Aurora,11308.47,Standard,2014,5,2016,6
3232,492433,Canada,Ontario,Toronto,P1J 8T7,Female,Bachelor,77959,Married,Aurora,11314.24,Standard,2015,6,2016,6
3233,516133,Canada,British Columbia,Vancouver,V1E 4R6,Female,Bachelor,77959,Married,Aurora,11314.24,Standard,2014,1,2016,6
3234,351897,Canada,Ontario,Toronto,P2T 6G3,Male,Doctor,70755,Divorced,Aurora,11315.2,Standard,2017,4,2016,6
3235,399704,Canada,British Columbia,Whistler,V6T 1Y8,Female,Doctor,70755,Divorced,Aurora,11315.2,Standard,2017,6,2016,6
3236,423254,Canada,Ontario,Ottawa,K1F 2R2,Male,Doctor,70755,Divorced,Aurora,11315.2,Standard,2015,8,2016,6
3237,579584,Canada,Quebec,Hull,J8Y 3Z5,Female,Doctor,70755,Divorced,Aurora,11315.2,Standard,2014,2,2014,7
3238,946645,Canada,Ontario,Toronto,M2M 7K8,Female,Bachelor,89913,Married,Aurora,11318.13,Standard,2017,3,2017,11
3239,687463,Canada,British Columbia,Vancouver,V6E 3Z3,Female,Bachelor,103804,Married,Aurora,11323.36,Standard,2016,4,2016,6
3240,915286,Canada,British Columbia,Vancouver,V5R 1W3,Male,College,79245,Married,Aurora,11360.46,Standard,2012,12,2016,6
3241,696504,Canada,Alberta,Calgary,T3E 2V9,Female,Bachelor,94040,Married,Aurora,11365.27,Standard,2017,10,2016,6
3242,954293,Canada,Ontario,Kingston,M9K 2P4,Male,Bachelor,96162,Married,Aurora,11373.99,Standard,2018,8,2016,6
3243,290250,Canada,British Columbia,Dawson Creek,U5I 4F1,Female,Bachelor,15609,Divorced,Nova,12208.12,2018 Promotion,2018,3,2018,11
3244,605269,Canada,British Columbia,Dawson Creek,U5I 4F1,Male,Doctor,283184,Married,Aurora,11431.73,Standard,2013,6,2016,6
3245,726688,Canada,Ontario,Sudbury,M5V 1G5,Male,Doctor,78165,Married,Aurora,11435.23,Standard,2016,7,2016,6
3246,875819,Canada,British Columbia,Vancouver,V5R 1W3,Female,Bachelor,77739,Single,Nova,13776.74,2018 Promotion,2018,4,2016,6
3247,802002,Canada,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,51929,Married,Aurora,11447.51,Standard,2015,1,2016,6
3248,883155,Canada,British Columbia,West Vancouver,V6V 8Z3,Female,Doctor,51744,Married,Aurora,11469.63,Standard,2013,12,2016,6
3249,664493,Canada,British Columbia,Vancouver,V1E 4R6,Female,College,79245,Divorced,Aurora,11513.16,Standard,2017,1,2016,6
3250,967502,Canada,Quebec,Montreal,H2T 9K8,Male,High School or Below,52256,Married,Aurora,11513.36,Standard,2017,12,2016,6
3251,560990,Canada,Ontario,Toronto,P1L 8X8,Male,Bachelor,69119,Divorced,Aurora,11516.41,Standard,2017,10,2016,6
3252,530955,Canada,Saskatchewan,Regina,S1J 3C5,Female,Bachelor,61980,Married,Aurora,11533.48,Standard,2013,8,2016,6
3253,929302,Canada,Nova Scotia,Halifax,B3J 9S2,Female,Bachelor,61980,Married,Aurora,11533.48,Standard,2014,6,2016,6
3254,515134,Canada,Ontario,Ottawa,K1F 2R2,Male,Bachelor,94354,Married,Aurora,11533.97,Standard,2013,3,2016,6
3255,645244,Canada,Ontario,Kingston,M9K 2P4,Female,Bachelor,91238,Married,Aurora,11546.17,Standard,2015,6,2016,6
3256,937254,Canada,Saskatchewan,Regina,S6J 3G0,Male,Bachelor,91238,Married,Aurora,11546.17,Standard,2014,2,2014,7
3257,959673,Canada,British Columbia,Whistler,V6T 1Y8,Female,College,79245,Single,Aurora,11572.1,Standard,2016,12,2016,6
3258,856830,Canada,Manitoba,Winnipeg,R2C 0M5,Male,Bachelor,65489,Married,Aurora,11606.85,Standard,2015,11,2016,6
3259,113656,Canada,Quebec,Quebec City,G1B 3L5,Male,Bachelor,52213,Married,Aurora,11618.56,Standard,2013,4,2015,1
3260,339573,Canada,Ontario,Toronto,P1J 8T7,Male,Bachelor,103494,Married,Aurora,11628.73,Standard,2012,10,2016,6
3261,267717,Canada,British Columbia,Victoria,V10 6T5,Female,College,79245,Married,Aurora,11631.88,Standard,2018,1,2016,6
3262,108481,Canada,Quebec,Montreal,H2Y 2W2,Female,Bachelor,60934,Married,Aurora,11633.58,Standard,2018,11,2016,6
3263,676408,Canada,British Columbia,Whistler,V6T 1Y8,Male,Bachelor,60934,Married,Aurora,11633.58,Standard,2015,4,2016,6
3264,423228,Canada,Ontario,Toronto,M1R 4K3,Female,Bachelor,76899,Married,Aurora,11638.67,Standard,2014,6,2016,6
3265,307033,Canada,Quebec,Montreal,H4G 3T4,Female,High School or Below,71630,Married,Aurora,11638.9,Standard,2018,7,2016,6
3266,484774,Canada,Quebec,Tremblant,H5Y 2S9,Male,High School or Below,71630,Married,Aurora,11638.9,Standard,2017,11,2016,6
3267,573458,Canada,New Brunswick,Moncton,E1A 2A7,Female,High School or Below,71630,Married,Aurora,11638.9,Standard,2016,6,2016,6
3268,372755,Canada,British Columbia,Vancouver,V5R 1W3,Male,Bachelor,94089,Married,Aurora,11665.1,Standard,2018,7,2016,6
3269,909260,Canada,Ontario,Kingston,M9K 2P4,Male,Bachelor,61578,Divorced,Aurora,11692.01,Standard,2012,12,2016,6
3270,811335,Canada,British Columbia,Vancouver,V1E 4R6,Female,Bachelor,55641,Married,Aurora,11701.07,Standard,2016,3,2016,6
3271,460770,Canada,Ontario,Toronto,P1W 1K4,Female,College,79245,Divorced,Aurora,11702.35,Standard,2018,7,2016,6
3272,742281,Canada,Ontario,Toronto,P1J 8T7,Female,Doctor,187495,Married,Aurora,11714.78,Standard,2012,12,2016,6
3273,238442,Canada,British Columbia,Victoria,V10 6T5,Female,Bachelor,85985,Married,Aurora,11718.42,Standard,2014,9,2016,6
3274,510182,Canada,British Columbia,Dawson Creek,U5I 4F1,Female,Bachelor,58565,Married,Aurora,11760.88,Standard,2015,3,2016,6
3275,535482,Canada,Ontario,Toronto,M2Z 4K1,Male,Bachelor,58565,Married,Aurora,11760.88,Standard,2012,7,2016,6
3276,131321,Canada,Ontario,Toronto,P1J 8T7,Male,Bachelor,52428,Married,Aurora,11763.15,Standard,2016,2,2016,6
3277,645114,Canada,British Columbia,Vancouver,V5R 1W3,Female,Bachelor,52428,Married,Aurora,11763.15,Standard,2018,1,2016,6
3278,429244,Canada,British Columbia,Dawson Creek,U5I 4F1,Female,Bachelor,52985,Married,Aurora,11763.94,Standard,2013,8,2016,6
3279,951719,Canada,British Columbia,Vancouver,V1E 4R6,Female,Bachelor,69232,Married,Aurora,11772.79,Standard,2014,2,2016,6
3280,336281,Canada,Alberta,Banff,T4V 1D4,Female,Master,118863,Divorced,Aurora,11790.5,Standard,2017,5,2016,6
3281,673424,Canada,Ontario,Thunder Bay,K8T 5M5,Male,Master,118863,Divorced,Aurora,11790.5,Standard,2012,5,2016,6
3282,927703,Canada,Manitoba,Winnipeg,R2C 0M5,Female,Master,118863,Divorced,Aurora,11790.5,Standard,2013,4,2016,6
3283,636813,Canada,Ontario,Toronto,P1L 8X8,Female,Bachelor,55479,Married,Aurora,11793.13,Standard,2015,3,2016,6
3284,967490,Canada,British Columbia,Vancouver,V6E 3D9,Male,College,79245,Single,Aurora,11814.48,Standard,2012,10,2016,6
3285,256360,Canada,British Columbia,Victoria,V10 6T5,Female,Bachelor,61911,Married,Aurora,11814.53,Standard,2017,6,2016,6
3286,658076,Canada,Quebec,Montreal,H2T 2J6,Male,Bachelor,99909,Married,Aurora,11830.95,Standard,2018,7,2016,6
3287,933682,Canada,Alberta,Calgary,T3E 2V9,Female,Doctor,129866,Married,Aurora,11833.77,Standard,2018,1,2016,6
3288,241468,Canada,New Brunswick,Fredericton,E3B 2H2,Female,College,79245,Single,Aurora,11834.73,Standard,2018,6,2016,6
3289,728386,Canada,Quebec,Quebec City,G1B 3L5,Male,College,79245,Single,Aurora,11836.3,Standard,2018,10,2016,6
3290,738890,Canada,Newfoundland,St. John's,A1C 6H9,Male,College,79245,Single,Aurora,11836.3,Standard,2014,12,2017,3
3291,405928,Canada,Quebec,Tremblant,H5Y 2S9,Male,College,79245,Single,Aurora,11855.14,Standard,2012,8,2016,6
3292,475532,Canada,Ontario,Toronto,P2T 6G3,Male,College,79245,Married,Aurora,11875.9,Standard,2013,9,2016,6
3293,198147,Canada,Ontario,Toronto,M8Y 4K8,Female,College,79245,Single,Aurora,11880.97,Standard,2016,11,2016,6
3294,234435,Canada,Quebec,Montreal,H2T 9K8,Female,Bachelor,96460,Divorced,Aurora,11895.18,Standard,2012,10,2016,6
3295,302839,Canada,British Columbia,West Vancouver,V6V 8Z3,Female,Bachelor,96460,Divorced,Aurora,11895.18,Standard,2014,9,2016,6
3296,566182,Canada,Ontario,Toronto,P1J 8T7,Male,Bachelor,103037,Divorced,Aurora,11900.54,Standard,2014,4,2016,6
3297,721973,Canada,Ontario,London,M5B 3E4,Female,College,79245,Single,Aurora,11905.07,Standard,2014,9,2016,6
3298,936761,Canada,British Columbia,Vancouver,V5R 1W3,Female,Bachelor,26880,Married,Nova,14019.98,2018 Promotion,2018,3,2016,6
3299,246736,Canada,Manitoba,Winnipeg,R3R 3T4,Female,Bachelor,56610,Married,Aurora,11944.4,Standard,2018,7,2016,6
3300,703374,Canada,Quebec,Quebec City,G1B 3L5,Female,Bachelor,84291,Married,Aurora,11955.4,Standard,2017,9,2016,6
3301,275637,Canada,British Columbia,Whistler,V6T 1Y8,Male,Bachelor,78881,Divorced,Aurora,11971.98,Standard,2015,12,2016,6
3302,148487,Canada,British Columbia,West Vancouver,V6V 8Z3,Male,Master,106899,Married,Aurora,11981.98,Standard,2015,8,2016,6
3303,581531,Canada,British Columbia,Dawson Creek,U5I 4F1,Male,Master,106899,Married,Aurora,11981.98,Standard,2014,7,2016,6
3304,585495,Canada,Quebec,Montreal,H2T 2J6,Female,Master,106899,Married,Aurora,11981.98,Standard,2014,5,2015,1
3305,685631,Canada,Quebec,Hull,J8Y 3Z5,Male,Master,106899,Married,Aurora,11981.98,Standard,2016,8,2017,4
3306,711285,Canada,Ontario,London,M5B 3E4,Male,Master,106899,Married,Aurora,11981.98,Standard,2014,5,2016,12
3307,863223,Canada,British Columbia,Victoria,V10 6T5,Female,Master,106899,Married,Aurora,11981.98,Standard,2015,1,2016,6
3308,988552,Canada,Manitoba,Winnipeg,R3R 3T4,Female,Master,106899,Married,Aurora,11981.98,Standard,2014,6,2015,2
3309,519742,Canada,Alberta,Edmonton,T9G 1W3,Female,Bachelor,63368,Married,Aurora,11982.42,Standard,2016,11,2016,6
3310,526481,Canada,Alberta,Peace River,T9O 2W2,Female,Bachelor,95979,Married,Aurora,11986.59,Standard,2015,6,2016,6
3311,517538,Canada,Ontario,Ottawa,K1F 2R2,Male,College,79245,Single,Aurora,12010.94,Standard,2015,4,2016,6
3312,707762,Canada,Quebec,Montreal,H2T 9K8,Male,High School or Below,72796,Married,Aurora,12022.39,Standard,2018,6,2016,6
3313,261125,Canada,Saskatchewan,Regina,S1J 3C5,Male,High School or Below,79097,Married,Aurora,12023.75,Standard,2014,5,2016,6
3314,108666,Canada,British Columbia,Vancouver,V5R 1W3,Female,Bachelor,64417,Single,Aurora,12036.62,Standard,2015,10,2016,6
3315,560149,Canada,British Columbia,Vancouver,V1E 4R6,Male,Bachelor,64417,Single,Aurora,12036.62,Standard,2016,9,2016,6
3316,624487,Canada,Ontario,Toronto,P1J 8T7,Male,Bachelor,64417,Single,Aurora,12036.62,Standard,2013,7,2016,6
3317,657980,Canada,British Columbia,Vancouver,V1E 4R6,Male,Bachelor,64417,Single,Aurora,12036.62,Standard,2015,3,2015,8
3318,884875,Canada,Quebec,Tremblant,H5Y 2S9,Female,Bachelor,72742,Married,Aurora,12045.67,Standard,2013,1,2016,6
3319,635026,Canada,Ontario,London,M5B 3E4,Female,Bachelor,63506,Divorced,Aurora,12052.89,Standard,2016,5,2017,1
3320,199603,Canada,Quebec,Tremblant,H5Y 2S9,Male,Bachelor,50507,Married,Aurora,12052.98,Standard,2016,7,2016,6
3321,444652,Canada,Alberta,Calgary,T3E 2V9,Male,College,79245,Single,Aurora,12067.46,Standard,2017,8,2016,6
3322,698510,Canada,Ontario,Sudbury,M5V 1G5,Female,Bachelor,59000,Married,Aurora,12148.94,Standard,2015,2,2016,6
3323,470450,Canada,Nova Scotia,Halifax,B3C 2M8,Male,Bachelor,73945,Single,Aurora,12157.33,Standard,2013,1,2015,5
3324,565602,Canada,Newfoundland,St. John's,A1C 6H9,Male,College,79245,Single,Aurora,12168.64,Standard,2015,1,2016,6
3325,891604,Canada,Quebec,Quebec City,G1B 3L5,Female,College,79245,Single,Aurora,12168.64,Standard,2016,2,2016,6
3326,356828,Canada,Newfoundland,St. John's,A1C 6H9,Male,Master,85959,Divorced,Aurora,12168.74,Standard,2016,7,2016,6
3327,478890,Canada,British Columbia,West Vancouver,V6V 8Z3,Male,Master,85959,Divorced,Aurora,12168.74,Standard,2014,6,2016,6
3328,930774,Canada,Ontario,Ottawa,K1F 2R2,Female,Master,85959,Divorced,Aurora,12168.74,Standard,2018,1,2016,6
3329,789892,Canada,Ontario,Toronto,M8Y 4K8,Male,Bachelor,70541,Married,Aurora,12174.59,Standard,2015,1,2016,6
3330,856348,Canada,British Columbia,Dawson Creek,U5I 4F1,Female,Bachelor,70541,Married,Aurora,12174.59,Standard,2014,4,2016,6
3331,932623,Canada,British Columbia,Vancouver,V1E 4R6,Female,Bachelor,96435,Married,Aurora,12174.59,Standard,2014,11,2016,6
3332,436041,Canada,Alberta,Banff,T4V 1D4,Male,Bachelor,63550,Married,Aurora,12231.88,Standard,2017,10,2018,6
3333,372111,Canada,British Columbia,Victoria,V10 6T5,Male,College,79245,Single,Aurora,12255.12,Standard,2016,7,2016,6
3334,278464,Canada,Ontario,Sudbury,M5V 1G5,Female,College,79245,Single,Aurora,12263.11,Standard,2012,12,2016,6
3335,878518,Canada,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,58025,Divorced,Aurora,12265.6,Standard,2018,9,2016,6
3336,872752,Canada,Alberta,Calgary,T3E 2V9,Male,Bachelor,70056,Single,Aurora,12275.34,Standard,2018,5,2016,6
3337,432941,Canada,Ontario,Toronto,M2M 7K8,Female,Bachelor,96550,Married,Aurora,12280.77,Standard,2014,11,2017,5
3338,607997,Canada,Nova Scotia,Halifax,B3J 9S2,Female,Bachelor,96550,Married,Aurora,12280.77,Standard,2017,4,2016,6
3339,720131,Canada,British Columbia,Whistler,V6T 1Y8,Female,Bachelor,96550,Married,Aurora,12280.77,Standard,2018,11,2016,6
3340,913153,Canada,British Columbia,Vancouver,V6E 3D9,Male,Bachelor,96550,Married,Aurora,12280.77,Standard,2018,8,2016,6
3341,263592,Canada,British Columbia,Victoria,V10 6T5,Male,Bachelor,72294,Married,Aurora,12296.5,Standard,2016,8,2016,6
3342,472719,Canada,British Columbia,West Vancouver,V6V 8Z3,Male,Bachelor,86485,Married,Aurora,12300.01,Standard,2015,10,2016,6
3343,869276,Canada,Quebec,Montreal,H2T 2J6,Female,Bachelor,86485,Married,Aurora,12300.01,Standard,2012,12,2016,6
3344,924630,Canada,Alberta,Edmonton,T3G 6Y6,Male,Bachelor,63970,Married,Aurora,12302.76,Standard,2015,5,2016,6
3345,786255,Canada,Quebec,Montreal,H2T 9K8,Female,College,79245,Single,Aurora,12313.16,Standard,2014,8,2016,6
3346,857771,Canada,Quebec,Montreal,H2Y 4R4,Female,Bachelor,81973,Married,Aurora,12315.09,Standard,2016,8,2017,4
3347,803177,Canada,Quebec,Montreal,H2T 9K8,Male,High School or Below,74858,Single,Aurora,12321.84,Standard,2018,9,2016,6
3348,717891,Canada,British Columbia,Vancouver,V5R 1W3,Female,College,79245,Single,Aurora,12324.27,Standard,2016,4,2016,6
3349,946070,Canada,Quebec,Montreal,H4G 3T4,Male,Bachelor,81115,Divorced,Aurora,12349.7,Standard,2014,5,2016,6
3350,580554,Canada,British Columbia,Dawson Creek,U5I 4F1,Female,Bachelor,71941,Married,Aurora,12350.06,Standard,2016,12,2016,6
3351,891727,Canada,Ontario,Kingston,M9K 2P4,Male,College,79245,Single,Aurora,12357.12,Standard,2016,5,2016,6
3352,973846,Canada,British Columbia,Kelowna,V09 2E9,Male,Bachelor,47116,Single,Nova,16172.94,2018 Promotion,2018,2,2016,6
3353,354547,Canada,British Columbia,Vancouver,V5R 1W3,Male,College,79245,Married,Aurora,12362.09,Standard,2012,8,2016,6
3354,941683,Canada,Quebec,Tremblant,H5Y 2S9,Female,Bachelor,61617,Single,Aurora,12383.53,Standard,2014,3,2016,6
3355,412429,Canada,Alberta,Edmonton,T9G 1W3,Male,High School or Below,51302,Married,Aurora,12427.39,Standard,2015,8,2016,6
3356,912252,Canada,Ontario,Ottawa,K1F 2R2,Male,Bachelor,56496,Married,Aurora,12465.92,Standard,2013,7,2016,6
3357,343884,Canada,Quebec,Tremblant,H5Y 2S9,Female,College,79245,Single,Aurora,12515.18,Standard,2018,10,2016,6
3358,628475,Canada,New Brunswick,Moncton,E1A 2A7,Male,College,79245,Single,Aurora,12515.18,Standard,2015,11,2016,6
3359,941545,Canada,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,66001,Married,Nova,16547.64,2018 Promotion,2018,2,2018,10
3360,733728,Canada,Quebec,Montreal,H2Y 2W2,Female,Bachelor,56917,Married,Aurora,12519.8,Standard,2018,6,2016,6
3361,733096,Canada,British Columbia,Whistler,V6T 1Y8,Female,Bachelor,60450,Married,Aurora,12521.42,Standard,2012,8,2016,6
3362,776453,Canada,Ontario,Trenton,K8V 4B2,Female,Bachelor,55950,Divorced,Aurora,12547.43,Standard,2014,11,2016,6
3363,761613,Canada,Newfoundland,St. John's,A1C 6H9,Male,Doctor,48742,Married,Aurora,12552.65,Standard,2014,12,2016,6
3364,932244,Canada,Saskatchewan,Regina,S1J 3C5,Male,Bachelor,92652,Married,Aurora,12584.01,Standard,2018,8,2016,6
3365,630711,Canada,New Brunswick,Fredericton,E3B 2H2,Female,Bachelor,77696,Married,Aurora,12590.94,Standard,2014,5,2016,6
3366,589101,Canada,Ontario,Toronto,M2M 7K8,Male,Bachelor,77161,Divorced,Aurora,12622.83,Standard,2012,11,2016,6
3367,782804,Canada,Ontario,Toronto,P1W 1K4,Male,High School or Below,44112,Divorced,Aurora,12624.96,Standard,2018,11,2016,6
3368,980338,Canada,Manitoba,Winnipeg,R3R 3T4,Male,Bachelor,51041,Married,Aurora,12655.53,Standard,2016,6,2016,6
3369,828731,Canada,British Columbia,Vancouver,V6E 3Z3,Male,Bachelor,52204,Married,Aurora,12663.6,Standard,2013,7,2016,6
3370,456367,Canada,Newfoundland,St. John's,A1C 6H9,Male,Bachelor,84672,Married,Aurora,12663.99,Standard,2014,4,2016,6
3371,242304,Canada,British Columbia,Dawson Creek,U5I 4F1,Male,Bachelor,86937,Single,Aurora,12682.25,Standard,2013,5,2016,6
